Checker,Annotaions,Comments,ReactCount,ReplyCount
,8,"যারা গালি দিয়ে ফেলেছেন, তারা প্লিজ লাইন থেকে সরে যান।",,
,8,পরি মুনির কিছু হলে জলবে আগুন ঘরে ঘরে,,
,8,-পকেটের ভিতর হাত দিয়ে বিচি চুলকাতে চুলকাতে FB তে News Feed গুলো দেখতে ছিলাম! হঠাৎ আপনার এই  post আসার কারণে ফোন হ্যাং হয়ে উপরে নিচে যাচ্ছে না।,,1 reply
,8,আহারে সোনা আমার,1,
,8,ও আচ্ছা আমায় বল্লা?,,
,8,তারিনও কি তোমার মতো রাত বারোটার পরে ক্লাবে গিয়ে! এগুলা করে নাকি!,,2 replies
,8,জনি দা পারবে এর সমাধান,,
,8,বিড়াল টা মাছটার দেখাশোনা করছে। বড় ই মহানুভব বিড়াল টা।,,
,8,দুঃ সময় পরিমনির পাশে দাঁড়ালো মানবতার ফেরিওয়ালা সেতুমন্ত্রী ওবায়দুল কাদের,2,
,8,সাকিব খানের চেয়ে বড় গায়ক এন্ড নায়ক এখন হিরো আলম,1,3 replies
,8,সিনেমা হলে কোন করোনা ভাইরাস নাই।তাই না বেইবি?,2,
,8,অসকার এওয়ার্ড উইনিং অভিনয়,1,
,8,খালি মাঠে গোল দিতে আচে সপ্নের বাসর ছবির নায়াক চিকন আলী সাকিব খান,,3 replies
,8,করোনা শুধু শিক্ষা প্রতিষ্ঠানের জন্যই। সিনেমা হল এর জন্য নয়।,1,1 reply
,8,ভাই এই কাহিনি টা দেখে সত্যি চোখের পানি ধরে রাখতে পারলাম না,4,
,8,২ টাকার শ্যাম্পুর মেয়াদ ৩ বছর! আর ৫৪ টাকায় ২ জিবি ডাটার মেয়াদ ৩ দিন!!,,
,8,ফ্রিতে আমেরিকা যাওয়ার এমন সুযোগ পেলে যেকোনো দেশেই এমন দৃশ্য হওয়াটা স্বাভাবিক। কারণ সেখানকার বর্তমানের ক্ষমতাশীনরা সবাইকে সাধারণ ক্ষমার ঘোষণা করেছে। তারপরও এমন পরিস্থিতি হওয়া এটা ফ্রি আমেরিকা যাওয়ার ধান্দা ছাড়া অন্য কিছু মনে হয়নি।,533,34 replies
,8,"মনের মাঝে প্যারিস পালো, মুখেই ভজো কাবুল,",27,
,8,গাছে কাঁঠাল গোঁফে তেল আর কি??,21,4 replies
,8,এই দৃশ্য কখনোই সম্ভব না । কারণ নৌকার টায়ার নাই,4,
,8,"আমরা হবো তালেবান, বাংলা হবে আফগান।",2,
,8,বাংলা চলচিত্রে বাপ্পারাজের স্থানে আপনাকে স্থলাভিষিক্ত করলে মন্দ হয়না অন্তত মনের কষ্টগুলো মুক্তি পাবে আপনার ষার,2,
,8,"বিএনপি'র এভাবে পালিয়ে যাওয়ার কোনো কারণ দেখি না, তারা দেশেই থাকতে পারবে সমস্যা নেই।",4,
,8,অতিরিক্ত পাকিলে বাল কপালে দুঃখ থাকবে চিরকাল।,1,2 replies
,8,আপনার কথায় উগান্ডার মানুষ নামক কীটদের গায়ে আগুন লেগেছে।।,3,
